"JNo75iFX77M","IPD_Number of clients (Known Positives)","201801","Ahero Medical Center","18291","cTba1qCbXQw","YHx6ZCdJgEN","2"
"JNo75iFX77M","IPD_Number of clients (Known Positives)","201801","Ahero Medical Center","18291","gu78UI1N1Zg","YHx6ZCdJgEN","3"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","nYSLpTWg1QE","YHx6ZCdJgEN","8"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","svOcUqAMxim","YHx6ZCdJgEN","1"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","SPM3RiNMsMh","YHx6ZCdJgEN","2"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","cz10IugYD2H","YHx6ZCdJgEN","3"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","DlGJGjqn3vQ","YHx6ZCdJgEN","3"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","lSfyYI23Mi2","YHx6ZCdJgEN","6"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","f6fvG5QVbbN","YHx6ZCdJgEN","1"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","KyGJ12KGrR0","YHx6ZCdJgEN","3"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","xgNjuPfeV7w","YHx6ZCdJgEN","1"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","jhGUfzgl3Ij","YHx6ZCdJgEN","1"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","cTba1qCbXQw","YHx6ZCdJgEN","2"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","hVjYPd3tjeN","YHx6ZCdJgEN","2"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","gu78UI1N1Zg","YHx6ZCdJgEN","7"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","jfy44DhDKKg","YHx6ZCdJgEN","2"
"","","201801","Ahero Medical Center","18291","","YHx6ZCdJgEN","8"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","svOcUqAMxim","YHx6ZCdJgEN","1"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","SPM3RiNMsMh","YHx6ZCdJgEN","2"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","cz10IugYD2H","YHx6ZCdJgEN","3"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","DlGJGjqn3vQ","YHx6ZCdJgEN","3"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","lSfyYI23Mi2","YHx6ZCdJgEN","6"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","f6fvG5QVbbN","YHx6ZCdJgEN","1"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","KyGJ12KGrR0","YHx6ZCdJgEN","3"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","xgNjuPfeV7w","YHx6ZCdJgEN","1"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","jhGUfzgl3Ij","YHx6ZCdJgEN","1"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","cTba1qCbXQw","YHx6ZCdJgEN","2"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","hVjYPd3tjeN","YHx6ZCdJgEN","2"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","gu78UI1N1Zg","YHx6ZCdJgEN","7"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","jfy44DhDKKg","YHx6ZCdJgEN","2"
"","","201801","Ahero Medical Center","18291","","YHx6ZCdJgEN","3"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","Utbw8yOqTsY","YHx6ZCdJgEN","1"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","UnitZergIaF","YHx6ZCdJgEN","2"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","ueHmuUUxJOZ","YHx6ZCdJgEN","2"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","bb1PBZBhMoe","YHx6ZCdJgEN","2"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","b1c2i6hvx46","YHx6ZCdJgEN","4"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","NZZnZYpzwvT","YHx6ZCdJgEN","1"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","QKFvxbzAaLO","YHx6ZCdJgEN","5"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","M0uZBPcdhOy","YHx6ZCdJgEN","4"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","AyEIsUBg0G9","YHx6ZCdJgEN","3"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","kKhCfsKeioo","YHx6ZCdJgEN","7"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","wkN42lA3zAD","YHx6ZCdJgEN","1"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","eTnRv18KF8x","YHx6ZCdJgEN","2"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","d2BSoconoUq","YHx6ZCdJgEN","4"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","jFjJ20bYPLu","YHx6ZCdJgEN","1"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","aMezFFnqzQu","YHx6ZCdJgEN","4"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201801","Ahero Medical Center","18291","d5z5iXf1SLb","YHx6ZCdJgEN","1"
"","","201801","Ahero Medical Center","18291","","YHx6ZCdJgEN","3"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","c4x8dMsNXjw","YHx6ZCdJgEN","1"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","f1EVP2lyKuI","YHx6ZCdJgEN","2"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","DYaajf7oJIV","YHx6ZCdJgEN","2"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","ndPa2NLibPN","YHx6ZCdJgEN","2"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","wjj3WktnKDX","YHx6ZCdJgEN","4"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","YTDbzqoyYvd","YHx6ZCdJgEN","1"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","vpYSFauhHIk","YHx6ZCdJgEN","5"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","tw9kTsZ0JOP","YHx6ZCdJgEN","4"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","TE6uhnpjJQj","YHx6ZCdJgEN","3"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","mTARRvfG87a","YHx6ZCdJgEN","7"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","DCy4GyNkcV0","YHx6ZCdJgEN","1"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","URLCgd2tWLj","YHx6ZCdJgEN","2"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","x7sZYQ5k1d5","YHx6ZCdJgEN","4"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","veAJs2rohAy","YHx6ZCdJgEN","1"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","yQy28Pd1KKL","YHx6ZCdJgEN","4"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201801","Ahero Medical Center","18291","iLmvJ1qIWGC","YHx6ZCdJgEN","1"
"JNo75iFX77M","IPD_Number of clients (Known Positives)","201801","Ahero Medical Center","18291","wjj3WktnKDX","YHx6ZCdJgEN","1"
"JNo75iFX77M","IPD_Number of clients (Known Positives)","201801","Ahero Medical Center","18291","vpYSFauhHIk","YHx6ZCdJgEN","1"
"JNo75iFX77M","IPD_Number of clients (Known Positives)","201801","Ahero Medical Center","18291","mTARRvfG87a","YHx6ZCdJgEN","2"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","DYaajf7oJIV","YHx6ZCdJgEN","1"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","wjj3WktnKDX","YHx6ZCdJgEN","2"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","YTDbzqoyYvd","YHx6ZCdJgEN","1"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","vpYSFauhHIk","YHx6ZCdJgEN","2"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","tw9kTsZ0JOP","YHx6ZCdJgEN","2"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","TE6uhnpjJQj","YHx6ZCdJgEN","1"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","mTARRvfG87a","YHx6ZCdJgEN","4"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","x7sZYQ5k1d5","YHx6ZCdJgEN","2"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201801","Ahero Medical Center","18291","yQy28Pd1KKL","YHx6ZCdJgEN","2"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","DYaajf7oJIV","YHx6ZCdJgEN","1"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","wjj3WktnKDX","YHx6ZCdJgEN","2"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","YTDbzqoyYvd","YHx6ZCdJgEN","1"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","vpYSFauhHIk","YHx6ZCdJgEN","2"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","tw9kTsZ0JOP","YHx6ZCdJgEN","2"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","TE6uhnpjJQj","YHx6ZCdJgEN","1"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","mTARRvfG87a","YHx6ZCdJgEN","4"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","x7sZYQ5k1d5","YHx6ZCdJgEN","2"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201801","Ahero Medical Center","18291","yQy28Pd1KKL","YHx6ZCdJgEN","2"
"JTerAOylMVI","IPD_Number of clients admitted (workload)","201710","Ahero Medical Center","18291","HllvX50cXC0","YHx6ZCdJgEN","162"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","mD7SZMOtrkk","YHx6ZCdJgEN","5"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","WfHqnUAPLXY","YHx6ZCdJgEN","4"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","svOcUqAMxim","YHx6ZCdJgEN","4"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","AGPBuVYe3qA","YHx6ZCdJgEN","4"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","SPM3RiNMsMh","YHx6ZCdJgEN","12"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","cz10IugYD2H","YHx6ZCdJgEN","4"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","DlGJGjqn3vQ","YHx6ZCdJgEN","23"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","p5U4c0oDykp","YHx6ZCdJgEN","7"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","lSfyYI23Mi2","YHx6ZCdJgEN","7"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","f6fvG5QVbbN","YHx6ZCdJgEN","9"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","KyGJ12KGrR0","YHx6ZCdJgEN","10"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","xgNjuPfeV7w","YHx6ZCdJgEN","5"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","uk3UJajsR19","YHx6ZCdJgEN","3"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","jhGUfzgl3Ij","YHx6ZCdJgEN","5"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","cTba1qCbXQw","YHx6ZCdJgEN","8"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","hVjYPd3tjeN","YHx6ZCdJgEN","6"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","gu78UI1N1Zg","YHx6ZCdJgEN","22"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","jfy44DhDKKg","YHx6ZCdJgEN","24"
"JNo75iFX77M","IPD_Number of clients (Known Positives)","201710","Ahero Medical Center","18291","DlGJGjqn3vQ","YHx6ZCdJgEN","2"
"JNo75iFX77M","IPD_Number of clients (Known Positives)","201710","Ahero Medical Center","18291","lSfyYI23Mi2","YHx6ZCdJgEN","3"
"JNo75iFX77M","IPD_Number of clients (Known Positives)","201710","Ahero Medical Center","18291","f6fvG5QVbbN","YHx6ZCdJgEN","1"
"JNo75iFX77M","IPD_Number of clients (Known Positives)","201710","Ahero Medical Center","18291","KyGJ12KGrR0","YHx6ZCdJgEN","3"
"JNo75iFX77M","IPD_Number of clients (Known Positives)","201710","Ahero Medical Center","18291","xgNjuPfeV7w","YHx6ZCdJgEN","1"
"JNo75iFX77M","IPD_Number of clients (Known Positives)","201710","Ahero Medical Center","18291","uk3UJajsR19","YHx6ZCdJgEN","2"
"JNo75iFX77M","IPD_Number of clients (Known Positives)","201710","Ahero Medical Center","18291","cTba1qCbXQw","YHx6ZCdJgEN","5"
"JNo75iFX77M","IPD_Number of clients (Known Positives)","201710","Ahero Medical Center","18291","gu78UI1N1Zg","YHx6ZCdJgEN","1"
"JNo75iFX77M","IPD_Number of clients (Known Positives)","201710","Ahero Medical Center","18291","jfy44DhDKKg","YHx6ZCdJgEN","1"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","nYSLpTWg1QE","YHx6ZCdJgEN","3"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","svOcUqAMxim","YHx6ZCdJgEN","2"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","AGPBuVYe3qA","YHx6ZCdJgEN","2"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","SPM3RiNMsMh","YHx6ZCdJgEN","4"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","cz10IugYD2H","YHx6ZCdJgEN","3"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","DlGJGjqn3vQ","YHx6ZCdJgEN","12"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","p5U4c0oDykp","YHx6ZCdJgEN","5"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","lSfyYI23Mi2","YHx6ZCdJgEN","4"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","KyGJ12KGrR0","YHx6ZCdJgEN","6"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","xgNjuPfeV7w","YHx6ZCdJgEN","2"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","uk3UJajsR19","YHx6ZCdJgEN","1"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","jhGUfzgl3Ij","YHx6ZCdJgEN","2"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","cTba1qCbXQw","YHx6ZCdJgEN","3"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","hVjYPd3tjeN","YHx6ZCdJgEN","3"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","gu78UI1N1Zg","YHx6ZCdJgEN","14"
"EI92A8IkX64","IPD_Number of clients admitted (eligible for testing)","201710","Ahero Medical Center","18291","jfy44DhDKKg","YHx6ZCdJgEN","10"
"","","201710","Ahero Medical Center","18291","","YHx6ZCdJgEN","3"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","svOcUqAMxim","YHx6ZCdJgEN","2"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","AGPBuVYe3qA","YHx6ZCdJgEN","2"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","SPM3RiNMsMh","YHx6ZCdJgEN","4"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","cz10IugYD2H","YHx6ZCdJgEN","3"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","DlGJGjqn3vQ","YHx6ZCdJgEN","12"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","p5U4c0oDykp","YHx6ZCdJgEN","5"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","lSfyYI23Mi2","YHx6ZCdJgEN","4"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","KyGJ12KGrR0","YHx6ZCdJgEN","6"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","xgNjuPfeV7w","YHx6ZCdJgEN","2"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","uk3UJajsR19","YHx6ZCdJgEN","1"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","jhGUfzgl3Ij","YHx6ZCdJgEN","2"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","cTba1qCbXQw","YHx6ZCdJgEN","3"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","hVjYPd3tjeN","YHx6ZCdJgEN","3"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","gu78UI1N1Zg","YHx6ZCdJgEN","14"
"Awi1pRixXlJ","IPD_Number of eligible clients (tested)","201710","Ahero Medical Center","18291","jfy44DhDKKg","YHx6ZCdJgEN","10"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201710","Ahero Medical Center","18291","Utbw8yOqTsY","YHx6ZCdJgEN","1"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201710","Ahero Medical Center","18291","ueHmuUUxJOZ","YHx6ZCdJgEN","5"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201710","Ahero Medical Center","18291","bb1PBZBhMoe","YHx6ZCdJgEN","1"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201710","Ahero Medical Center","18291","b1c2i6hvx46","YHx6ZCdJgEN","6"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201710","Ahero Medical Center","18291","QKFvxbzAaLO","YHx6ZCdJgEN","13"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201710","Ahero Medical Center","18291","M0uZBPcdhOy","YHx6ZCdJgEN","1"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201710","Ahero Medical Center","18291","AyEIsUBg0G9","YHx6ZCdJgEN","8"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201710","Ahero Medical Center","18291","kKhCfsKeioo","YHx6ZCdJgEN","4"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201710","Ahero Medical Center","18291","wkN42lA3zAD","YHx6ZCdJgEN","4"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201710","Ahero Medical Center","18291","eTnRv18KF8x","YHx6ZCdJgEN","1"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201710","Ahero Medical Center","18291","d2BSoconoUq","YHx6ZCdJgEN","6"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201710","Ahero Medical Center","18291","aMezFFnqzQu","YHx6ZCdJgEN","8"
"FvRK9QSqPeh","IPD_NPS_Number of clients (Seen)","201710","Ahero Medical Center","18291","d5z5iXf1SLb","YHx6ZCdJgEN","4"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","c4x8dMsNXjw","YHx6ZCdJgEN","1"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","DYaajf7oJIV","YHx6ZCdJgEN","5"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","ndPa2NLibPN","YHx6ZCdJgEN","1"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","wjj3WktnKDX","YHx6ZCdJgEN","6"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","vpYSFauhHIk","YHx6ZCdJgEN","13"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","tw9kTsZ0JOP","YHx6ZCdJgEN","1"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","TE6uhnpjJQj","YHx6ZCdJgEN","8"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","mTARRvfG87a","YHx6ZCdJgEN","4"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","DCy4GyNkcV0","YHx6ZCdJgEN","4"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","URLCgd2tWLj","YHx6ZCdJgEN","1"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","x7sZYQ5k1d5","YHx6ZCdJgEN","6"
"XmRLoxIZhtE","IPD_Number of clients (Screened)","201710","Ahero Medical Center","18291","yQy28Pd1KKL","YHx6ZCdJgEN","8"
